date,inside_covers,outside_covers,reserved_covers,walkin_covers,waitlist_covers,no_show_covers,no_show_parties,UC,season,weekday,year,patio_open,apparent_temp_7pm,apparent_temp_12pm,dewpoint_7pm,temp_max,temp_min,temp_range,snow_depth_morning,precip_dinner,precip_dinner_max,snowfall_dinner,precip_type_dinner,windgusts_dinner_max,cloudcover_dinner_mean,precip_lunch,precip_lunch_max,precip_type_lunch,precip_lag0,precip_type_code,precip_lag1,precip_lag2,precip_lag5d,year_code,any_rain_lag1,OC_predicted,cloudcover_bin,UC_predicted,UC_resid
2017-02-01,194,0,145,8,41,8,3,49,Winter,3,2017,0,30.8,32.8,29.0,35.3,20.0,15.299999999999997,0.033,0.0,0.0,0.0,none,27.1,54.2,0.0,0.0,none,0.0,0,0.10300000000000001,0.0,0.115,0,1,0.0,2,52.13022352077282,-3.130223520772823
2017-02-02,178,0,130,14,34,10,3,48,Winter,4,2017,0,26.4,30.8,20.2,31.0,20.5,10.5,0.033,0.0,0.0,0.0,none,28.2,18.0,0.0,0.0,none,0.0,0,0.0,0.10300000000000001,0.10300000000000001,0,0,0.0,0,56.37104245203955,-8.371042452039553
2017-02-03,206,0,147,17,42,8,2,59,Winter,5,2017,0,22.6,20.8,12.6,24.0,15.0,9.0,0.0,0.0,0.0,0.0,none,20.8,99.0,0.0,0.0,none,0.0,0,0.0,0.0,0.10300000000000001,0,0,0.0,3,58.50721205420261,0.4927879457973887
2017-02-04,217,0,152,24,41,0,0,65,Winter,6,2017,0,21.1,17.9,13.3,22.4,9.9,12.499999999999998,0.0,0.0,0.0,0.0,none,24.4,62.8,0.0,0.0,none,0.0,0,0.0,0.0,0.10300000000000001,0,0,0.0,2,67.4216905844449,-2.421690584444903
2017-02-06,168,0,127,20,21,8,3,41,Winter,1,2017,0,30.6,31.5,32.2,37.4,23.0,14.399999999999999,0.0,0.0,0.0,0.0,none,18.6,0.0,0.0,0.0,none,0.0,0,0.008,0.0,0.008,0,1,0.0,0,54.08440492283954,-13.08440492283954
2017-02-07,176,0,133,14,29,9,3,43,Winter,2,2017,0,35.6,35.8,40.9,38.1,28.7,9.400000000000002,0.0,0.0,0.0,0.0,none,17.0,95.8,0.07100000000000001,0.039,rain,0.115,0,0.0,0.008,0.008,0,0,0.0,3,52.69393942509754,-9.69393942509754
2017-02-08,186,0,129,16,41,16,7,57,Winter,3,2017,0,37.4,54.2,32.4,54.2,35.2,19.0,0.0,0.0,0.0,0.0,none,24.6,71.5,0.0,0.0,none,0.02,0,0.115,0.0,0.123,0,1,0.0,2,52.15065857370804,4.849341426291957
2017-02-09,181,0,112,16,53,12,7,69,Winter,4,2017,0,5.5,10.4,7.6,32.1,3.6,28.5,0.033,0.0,0.0,0.0,none,36.9,23.0,0.495,0.161,snow,1.012,0,0.02,0.115,0.14300000000000002,0,1,0.0,0,56.31643025622402,12.683569743775983
2017-02-10,177,0,136,10,31,2,1,41,Winter,5,2017,0,16.8,11.1,16.7,19.8,2.0,17.8,0.525,0.0,0.0,0.0,none,16.6,55.8,0.0,0.0,none,0.008,0,1.012,0.02,1.155,0,1,0.0,2,58.49153146392126,-17.491531463921262
2017-02-11,222,0,140,27,55,11,4,82,Winter,6,2017,0,31.9,29.2,30.5,32.0,19.3,12.7,0.558,0.0,0.0,0.0,none,10.5,88.2,0.0,0.0,none,0.067,0,0.008,1.012,1.155,0,1,0.0,3,67.45283538565097,14.547164614349029
2017-02-12,200,0,138,28,34,7,3,62,Winter,7,2017,0,32.8,22.1,36.0,32.9,20.1,12.799999999999997,0.492,0.064,0.02,0.0,rain,19.5,100.0,0.106,0.063,snow,0.34,1,0.067,0.008,1.222,0,1,0.0,3,62.35461412323545,-0.35461412323545005
2017-02-13,190,0,143,24,23,20,7,47,Winter,1,2017,0,20.1,20.5,20.2,26.3,16.8,9.5,0.525,0.0,0.0,0.0,none,39.8,41.2,0.0,0.0,none,0.004,0,0.34,0.067,1.447,0,1,0.0,1,54.054452377790184,-7.054452377790184
2017-02-14,186,0,123,20,43,10,4,63,Winter,2,2017,0,27.8,24.2,26.5,30.9,16.4,14.5,0.492,0.0,0.0,0.0,none,15.2,5.8,0.0,0.0,none,0.0,0,0.004,0.34,1.431,0,1,0.0,0,52.67032383049158,10.329676169508417
2017-02-15,196,0,144,17,35,9,4,52,Winter,3,2017,0,27.6,34.9,30.0,39.4,22.2,17.2,0.459,0.032,0.028,0.0,rain,29.5,76.5,0.0,0.0,none,0.032,1,0.0,0.004,0.41900000000000004,0,0,0.0,3,48.75103107695635,3.2489689230436483
2017-02-16,196,0,144,22,30,4,1,52,Winter,4,2017,0,17.6,20.4,13.8,22.2,15.2,7.0,0.361,0.0,0.0,0.0,none,37.6,24.8,0.0,0.0,none,0.0,0,0.032,0.0,0.44300000000000006,0,1,0.0,0,56.34672392905897,-4.346723929058967
2017-02-17,210,0,149,23,38,5,2,61,Winter,5,2017,0,27.5,23.6,21.0,31.0,14.3,16.7,0.328,0.0,0.0,0.0,none,24.8,60.0,0.0,0.0,none,0.0,0,0.0,0.032,0.376,0,0,0.0,2,58.52114635358562,2.478853646414379
2017-02-18,215,0,139,33,43,4,2,76,Winter,6,2017,0,44.3,38.0,36.6,50.7,20.8,29.900000000000002,0.262,0.0,0.0,0.0,none,24.6,30.8,0.0,0.0,none,0.0,0,0.0,0.0,0.036000000000000004,0,0,0.0,1,67.49269892662063,8.507301073379367
2017-02-19,200,0,140,22,38,8,2,60,Winter,7,2017,0,44.6,55.2,39.3,58.8,38.5,20.299999999999997,0.098,0.0,0.0,0.0,none,16.8,0.5,0.0,0.0,none,0.0,0,0.0,0.0,0.032,0,0,0.0,0,65.69450288332008,-5.694502883320084
2017-02-20,183,0,124,25,34,18,6,59,Winter,1,2017,0,30.8,41.1,23.5,43.7,27.6,16.1,0.033,0.0,0.0,0.0,none,23.5,0.0,0.0,0.0,none,0.0,0,0.0,0.0,0.032,0,0,0.0,0,54.08500468371851,4.914995316281491
2017-02-21,186,0,127,20,39,6,2,59,Winter,2,2017,0,32.0,35.5,32.5,36.0,20.7,15.3,0.033,0.0,0.0,0.0,none,24.6,99.5,0.0,0.0,none,0.0,0,0.0,0.0,0.0,0,0,0.0,3,52.68282528642331,6.317174713576691
2017-02-22,172,0,126,11,35,5,2,46,Winter,3,2017,0,39.0,42.2,41.6,46.9,31.5,15.399999999999999,0.0,0.0,0.0,0.0,none,15.7,93.5,0.004,0.004,rain,0.004,0,0.0,0.0,0.0,0,0,0.0,3,52.15580471137993,-6.155804711379929
2017-02-23,186,0,129,19,38,0,0,57,Winter,4,2017,0,48.0,48.3,50.9,57.2,33.8,23.400000000000006,0.0,0.0,0.0,0.0,none,19.2,16.2,0.0,0.0,none,0.0,0,0.004,0.0,0.004,0,1,0.0,0,56.43996889923359,0.5600311007664089
2017-02-24,209,0,140,16,53,4,1,69,Winter,5,2017,0,47.8,61.7,51.3,61.7,46.8,14.900000000000006,0.0,0.0,0.0,0.0,none,30.4,35.0,0.0,0.0,none,0.036000000000000004,0,0.0,0.004,0.004,0,0,0.0,1,58.58618502194416,10.41381497805584
2017-02-25,231,0,154,33,44,12,4,77,Winter,6,2017,0,42.6,47.9,50.2,49.0,39.1,9.899999999999999,0.0,0.13,0.11,0.0,rain,33.6,100.0,0.0,0.0,none,0.299,1,0.036000000000000004,0.0,0.04000000000000001,0,1,0.0,3,65.192856942912,11.807143057087998
2017-02-26,201,0,125,38,38,17,7,76,Winter,7,2017,0,29.8,28.1,18.5,37.2,23.5,13.700000000000003,0.0,0.0,0.0,0.0,none,25.1,30.5,0.0,0.0,none,0.0,0,0.299,0.036000000000000004,0.33899999999999997,0,1,0.0,1,65.64731065693094,10.35268934306906
2017-02-27,171,0,138,14,19,3,2,33,Winter,1,2017,0,38.6,35.8,28.8,42.2,24.1,18.1,0.0,0.0,0.0,0.0,none,21.9,52.8,0.0,0.0,none,0.0,0,0.0,0.299,0.339,0,0,0.0,2,54.109292165018594,-21.109292165018594
2017-02-28,161,0,113,33,15,4,2,48,Winter,2,2017,0,43.0,50.6,45.4,54.1,30.6,23.5,0.0,0.0,0.0,0.0,none,20.4,100.0,0.0,0.0,none,0.036000000000000004,0,0.0,0.0,0.335,0,0,0.0,3,52.7179881481488,-4.717988148148798
2017-03-01,179,0,134,14,31,0,0,45,Winter,3,2017,0,56.1,57.2,53.7,64.6,45.4,19.199999999999996,0.0,0.008,0.004,0.0,rain,48.8,93.5,0.043,0.031,rain,0.099,1,0.036000000000000004,0.0,0.371,0,1,0.0,3,48.9206507472221,-3.9206507472220977
2017-03-02,179,0,133,17,29,14,6,46,Winter,4,2017,0,31.0,28.9,14.0,51.5,26.3,25.2,0.0,0.0,0.0,0.0,none,39.1,0.0,0.0,0.0,none,0.0,0,0.099,0.036000000000000004,0.434,0,1,0.0,0,56.384581139997564,-10.384581139997564
2017-03-03,190,0,125,17,48,9,4,65,Winter,5,2017,0,21.2,22.7,8.1,25.9,11.7,14.2,0.0,0.004,0.004,0.0,rain,30.6,71.2,0.0,0.0,none,0.004,1,0.0,0.099,0.13500000000000006,0,0,0.0,2,55.117051237637625,9.882948762362375
2017-03-04,240,0,164,4,72,0,0,76,Winter,6,2017,0,10.3,13.4,-7.4,14.4,4.4,10.0,0.0,0.0,0.0,0.0,none,44.7,23.8,0.0,0.0,none,0.0,0,0.004,0.0,0.13900000000000007,0,1,0.0,0,67.39356983158449,8.606430168415514
